model,relation,object,has_prompt_tuning,spearman
bert-base,material,owl,True,-0.16370319490875845
bert-base,material,coil,True,0.39756490192127053
bert-base,material,cloth,True,0.17394070553251972
bert-base,material,dinosaur,True,0.2572478777137633
bert-base,material,thing,True,0.36678800949248724
bert-base,material,window sill,True,0.41783582524659624
bert-base,material,petal,True,0.33086547248033643
bert-base,material,sheep,True,0.11693085350625604
bert-base,material,shower,True,0.39756490192127053
bert-base,material,cord,True,0.16370319490875845
bert-base,material,bed spread,True,0.16370319490875845
bert-base,material,bed post,True,0.39756490192127053
bert-base,material,shield,True,0.2572478777137633
bert-base,material,swing,True,0.39756490192127053
bert-base,material,animal,True,0.3040202191162657
bert-base,material,soap,True,0.3507925605187681
bert-base,material,ice bucket,True,0.3507925605187681
bert-base,material,clock face,True,0.3507925605187681
bert-base,material,giraffe,True,0.5585208062429904
bert-base,material,sippy cup,True,0.39756490192127053
bert-base,material,baking pan,True,0.39756490192127053
bert-base,material,room,True,0.39756490192127053
bert-base,material,name,True,0.39756490192127053
bert-base,material,lining,True,0.4102731858756171
bert-base,material,wiper,True,0.39756490192127053
bert-base,material,truss,True,0.402710546504638
bert-base,material,bunk bed,True,0.39756490192127053
bert-base,material,crib,True,0.39756490192127053
bert-base,material,grandfather clock,True,0.3507925605187681
bert-base,material,floor board,True,0.39756490192127053
bert-base,material,fabric,True,0.11693085350625604
bert-base,material,feeder,True,0.5426193748677517
bert-base,material,penny,True,0.11693085350625604
bert-base,material,gas cap,True,0.39756490192127053
bert-base,material,broom,True,0.39756490192127053
bert-base,material,toothpick,True,0.4745556205289396
bert-base,material,roller,True,0.40909090909090906
bert-base,material,water tower,True,0.3507925605187681
bert-base,material,paper dispenser,True,0.3040202191162657
bert-base,material,egg,True,0.5113636363636365
bert-base,material,wedding band,True,0.39756490192127053
bert-base,material,axle,True,0.3507925605187681
bert-base,material,lounge chair,True,0.39756490192127053
bert-base,material,windscreen,True,0.2572478777137633
bert-base,material,exhaust pipe,True,0.39756490192127053
bert-base,material,mit,True,0.2104755363112609
bert-base,material,drive,True,0.11693085350625604
bert-base,material,tail pipe,True,0.39756490192127053
bert-base,material,sheeting,True,0.5066968378556008
bert-base,material,panel wall,True,0.39756490192127053
bert-base,material,court,True,0.39892922681914844
bert-base,material,sky,True,0.39756490192127053
bert-base,material,medical stick,True,0.3040202191162657
bert-base,material,note,True,0.3040202191162657
bert-base,material,shape,True,0.3507925605187681
bert-base,material,section,True,0.2572478777137633
bert-base,material,toilet bowl,True,0.07015851210375361
bert-base,material,baseball helmet,True,0.3507925605187681
bert-base,material,metal,True,0.334646792165826
bert-base,material,sun,True,0.39756490192127053
bert-base,material,muffler,True,0.39756490192127053
bert-base,material,hoop,True,0.3507925605187681
bert-base,material,tennis court,True,0.39756490192127053
bert-base,material,street pole,True,0.39756490192127053
bert-base,material,wall paper,True,0.2104755363112609
bert-base,material,cement,True,0.39756490192127053
bert-base,material,yoke,True,0.39756490192127053
bert-base,material,toilet lid,True,0.4772727272727273
bert-base,material,concrete,True,0.16370319490875845
bert-base,material,white door,True,0.3507925605187681
bert-base,material,luggage container,True,0.39756490192127053
bert-base,material,safety railing,True,0.39756490192127053
bert-base,material,shadow,True,0.2104755363112609
bert-base,material,satchel,True,0.39756490192127053
bert-base,material,grip,True,0.4431818181818182
bert-base,material,cave,True,0.39756490192127053
bert-base,material,cake,True,0.3040202191162657
bert-base,material,chain link,True,0.39756490192127053
bert-base,material,pepper grinder,True,0.3507925605187681
bert-base,material,footer,True,0.11693085350625604
bert-base,material,boarder,True,0.16370319490875845
bert-base,material,baseball mitt,True,0.3040202191162657
bert-base,material,tee shirt,True,0.39756490192127053
bert-base,material,toilet handle,True,0.39756490192127053
bert-base,material,doily,True,0.16370319490875845
bert-base,material,framed picture,True,0.3040202191162657
bert-base,material,shaving,True,0.3507925605187681
bert-base,material,scrollwork,True,0.3507925605187681
bert-base,material,skewer,True,0.3507925605187681
bert-base,material,pendant,True,0.39756490192127053
bert-base,material,aquarium,True,0.39756490192127053
bert-base,material,badge,True,0.5454545454545454
bert-base,material,flatbed,True,0.3040202191162657
bert-base,material,controller,True,0.3507925605187681
bert-base,material,desk top,True,0.3507925605187681
bert-base,material,rubber ducky,True,0.3507925605187681
bert-base,material,brown bag,True,0.16370319490875845
bert-base,material,table surface,True,0.39756490192127053
bert-base,material,playground,True,0.39756490192127053
bert-base,material,pocket book,True,0.39756490192127053
bert-base,material,mold,True,-0.07015851210375361
bert-base,material,framed window,True,0.39756490192127053
bert-base,material,black pole,True,0.39756490192127053
bert-base,material,pump,True,0.3040202191162657
bert-base,material,oven knob,True,0.39756490192127053
bert-base,material,brake,True,0.39756490192127053
bert-base,material,chock,True,0.3507925605187681
bert-base,material,s,True,0.3507925605187681
bert-base,material,mark,True,0.39756490192127053
bert-base,material,sleeper,True,0.3507925605187681
bert-base,material,chair slat,True,0.39756490192127053
bert-base,material,sundae dish,True,0.2104755363112609
bert-base,material,hendge,True,0.39756490192127053
bert-base,material,hand ring,True,0.2572478777137633
bert-base,material,banister slat,True,0.39756490192127053
bert-base,material,art piece,True,0.2572478777137633
oscar-base,cooccur,man,True,0.45287014462328856
oscar-base,cooccur,glass,True,0.39896328932162556
oscar-base,cooccur,shade,True,0.24394832772745298
oscar-base,cooccur,shirt,True,0.2932453800394091
oscar-base,cooccur,plug,True,0.24442888009054006
oscar-base,cooccur,hair,True,0.38787587986377564
oscar-base,cooccur,desktop,True,0.10564064602622193
oscar-base,cooccur,cabinet,True,0.31245588018409326
oscar-base,cooccur,pillow,True,0.3382363654875743
oscar-base,cooccur,curtain,True,0.3210809485075621
oscar-base,cooccur,drape,True,0.10077125028376038
oscar-base,cooccur,frame,True,0.2575119786102309
oscar-base,cooccur,railing,True,0.19185361036696777
oscar-base,cooccur,apple,True,0.31355384734119024
oscar-base,cooccur,container,True,0.27175005422168913
oscar-base,cooccur,counter,True,0.22540386729570225
oscar-base,cooccur,earring,True,0.27953321271348647
oscar-base,cooccur,calculator,True,0.09449708052704821
oscar-base,cooccur,mug,True,0.24265327330859876
oscar-base,cooccur,monitor,True,0.23979590958795122
oscar-base,cooccur,tower,True,0.35295238584118566
oscar-base,cooccur,ceiling,True,0.3537565245563543
oscar-base,cooccur,bookshelf,True,0.22909008984158052
oscar-base,cooccur,ostrich,True,0.08913491277610007
oscar-base,cooccur,clothing,True,0.17016291267956096
oscar-base,cooccur,pot,True,0.2307732510303866
oscar-base,cooccur,cap,True,0.27823170305432676
oscar-base,cooccur,holder,True,0.11681244064656475
oscar-base,cooccur,crack,True,0.26373760194720325
oscar-base,cooccur,fence,True,0.22027324011640695
oscar-base,cooccur,phone,True,0.27850164301258545
oscar-base,cooccur,can,True,0.3534770632026051
oscar-base,cooccur,roof,True,0.31990827229867175
oscar-base,cooccur,tape,True,0.158422622693185
oscar-base,cooccur,person,True,0.4245301426532697
oscar-base,cooccur,shoulder,True,0.21014476141714503
oscar-base,cooccur,train,True,0.26150068915877356
oscar-base,cooccur,shadow,True,0.42625619122135266
oscar-base,cooccur,motorcycle,True,0.2599456288776247
oscar-base,cooccur,scooter,True,0.11736391741130167
oscar-base,cooccur,package,True,0.18590671106803708
oscar-base,cooccur,bus,True,0.36091625310336195
oscar-base,cooccur,basket,True,0.278663418038539
oscar-base,cooccur,plank,True,0.14361802958169959
oscar-base,cooccur,cloud,True,0.31135019658556423
oscar-base,cooccur,foot,True,0.31941327622973154
oscar-base,cooccur,ocean,True,0.23898140287895894
oscar-base,cooccur,shore,True,0.21131996025825187
oscar-base,cooccur,canister,True,0.11595548954432128
oscar-base,cooccur,dishwasher,True,0.10535509300118526
oscar-base,cooccur,flask,True,0.02303622806894666
oscar-base,cooccur,log,True,0.2610511076258553
oscar-base,cooccur,stove,True,0.23758140574698705
oscar-base,cooccur,kettle,True,0.14547659003250663
oscar-base,cooccur,shawl,True,0.08580213854238657
oscar-base,cooccur,fringe,True,0.15116987001391854
oscar-base,cooccur,bush,True,0.27207659049569255
oscar-base,cooccur,plant,True,0.23107595580100865
oscar-base,cooccur,middle,True,0.24492009256391958
oscar-base,cooccur,view,True,0.21273248909287112
oscar-base,cooccur,classroom,True,0.0965931606957671
oscar-base,cooccur,brown,True,0.34121031256077494
oscar-base,cooccur,entrance,True,0.25691819669968174
oscar-base,cooccur,intersection,True,0.11880976309709328
oscar-base,cooccur,pavement,True,0.31591186477477257
oscar-base,cooccur,tie,True,0.29039912950049007
oscar-base,cooccur,pin,True,0.11744511013640763
oscar-base,cooccur,river,True,0.31481312865798033
oscar-base,cooccur,paint,True,0.36956749904025976
oscar-base,cooccur,design,True,0.37923721155585105
oscar-base,cooccur,fountain,True,0.1018354475826303
oscar-base,cooccur,border,True,0.27826822596823514
oscar-base,cooccur,console,True,0.08834461492205521
oscar-base,cooccur,salad,True,0.2153074652658215
oscar-base,cooccur,beard,True,0.2278565346391158
oscar-base,cooccur,microwave,True,0.23954324620169382
oscar-base,cooccur,teapot,True,0.10639594204412575
oscar-base,cooccur,bed,True,0.30575194923224186
oscar-base,cooccur,ladder,True,0.2591969641740936
oscar-base,cooccur,radio,True,0.1586064022189303
oscar-base,cooccur,dresser,True,0.23238306651952312
oscar-base,cooccur,coffee,True,0.18609728411922236
oscar-base,cooccur,strawberry,True,0.15490843388293046
oscar-base,cooccur,lettuce,True,0.20328765306409693
oscar-base,cooccur,tail,True,0.27958155034642934
oscar-base,cooccur,spatula,True,0.165876260552606
oscar-base,cooccur,menu,True,0.19730711236690734
oscar-base,cooccur,hydrant,True,0.19657030994190633
oscar-base,cooccur,column,True,0.26916814955524926
oscar-base,cooccur,overall,True,0.09832420117984289
oscar-base,cooccur,manhole,True,0.14988692461688885
oscar-base,cooccur,pillar,True,0.2993968585873453
oscar-base,cooccur,ear,True,0.32643189090545827
oscar-base,cooccur,baseboard,True,0.08972660767370332
oscar-base,cooccur,hole,True,0.36468984531305626
oscar-base,cooccur,zebra,True,0.2509162492688356
oscar-base,cooccur,mane,True,0.23026710876102272
oscar-base,cooccur,sewer,True,0.06052435221825487
oscar-base,cooccur,grate,True,0.18775261698734272
oscar-base,cooccur,meter,True,0.23296987639361652
oscar-base,cooccur,finger,True,0.31041933550569745
oscar-base,cooccur,machine,True,0.0744626232907035
oscar-base,cooccur,sill,True,0.0634792243413746
oscar-base,cooccur,shrubbery,True,0.1712433757239069
oscar-base,cooccur,grain,True,0.06845147249621371
oscar-base,cooccur,breast,True,0.09623705146083657
oscar-base,cooccur,tag,True,0.27463633451809283
oscar-base,cooccur,baseball,True,0.13253032604008555
oscar-base,cooccur,cafe,True,0.08790392168630928
oscar-base,cooccur,shaker,True,0.17774583764915775
oscar-base,cooccur,brace,True,0.10870053875424487
oscar-base,cooccur,wreath,True,0.07253381081904577
oscar-base,cooccur,pumpkin,True,0.07939394385666092
oscar-base,cooccur,dip,True,0.06082345912282814
oscar-base,cooccur,blender,True,0.16141674990265284
oscar-base,cooccur,triangle,True,0.14329032982181392
oscar-base,cooccur,framing,True,0.03983046474224609
oscar-base,cooccur,sandwich,True,0.2715690020198016
oscar-base,cooccur,dumpster,True,0.1468947203285906
oscar-base,cooccur,handlebar,True,0.256656034226158
oscar-base,cooccur,brush,True,0.26369731258851514
oscar-base,cooccur,event,True,0.10878037427091683
oscar-base,cooccur,mailbox,True,0.09776035147690403
oscar-base,cooccur,cab,True,0.25030118825264724
oscar-base,cooccur,ambulance,True,0.0460297773507888
oscar-base,cooccur,blazer,True,0.056263866306220434
oscar-base,cooccur,collar,True,0.25319089436670367
oscar-base,cooccur,barn,True,0.1884931491288734
oscar-base,cooccur,wagon,True,0.17606316795362412
oscar-base,cooccur,cactus,True,0.07935803278495997
oscar-base,cooccur,hedge,True,0.20268625549741487
oscar-base,cooccur,x,True,0.11038941654318513
oscar-base,cooccur,hardware,True,0.06502997398429426
oscar-base,cooccur,lip,True,0.2807498747752251
oscar-base,cooccur,eyebrow,True,0.17991494971209912
oscar-base,cooccur,center,True,0.14561767641861134
oscar-base,cooccur,structure,True,0.3492526424191851
oscar-base,cooccur,pigeon,True,0.1495266075763959
oscar-base,cooccur,bird,True,0.32006766360603134
oscar-base,cooccur,rear,True,0.1610443527281433
oscar-base,cooccur,square,True,0.2415941939238165
oscar-base,cooccur,toilet,True,0.26452700808097496
oscar-base,cooccur,soap,True,0.17171033568078164
oscar-base,cooccur,leash,True,0.20026317689037565
oscar-base,cooccur,bulb,True,0.21448004914145016
oscar-base,cooccur,ledge,True,0.19500287389290458
oscar-base,cooccur,grip,True,0.0982348498412822
oscar-base,cooccur,glare,True,0.20715468667467077
oscar-base,cooccur,router,True,0.05146891886073669
oscar-base,cooccur,flagpole,True,0.09415426859058725
oscar-base,cooccur,housing,True,0.023043989600967915
oscar-base,cooccur,purple,True,0.09693847222128765
oscar-base,cooccur,steel,True,0.022989658874391028
oscar-base,cooccur,open,True,0.1010443995979199
oscar-base,cooccur,thumb,True,0.23049498920473532
oscar-base,cooccur,drink,True,0.13942877487372574
oscar-base,cooccur,restaurant,True,0.2518449001811824
oscar-base,cooccur,page,True,0.09096889112362
oscar-base,cooccur,beverage,True,0.11071345535488089
oscar-base,cooccur,lemon,True,0.18465892728299607
oscar-base,cooccur,mask,True,0.254166747839798
oscar-base,cooccur,stage,True,0.09361661647379084
oscar-base,cooccur,tapestry,True,0.023036228068599784
oscar-base,cooccur,beer,True,0.1997055029678863
oscar-base,cooccur,blond,True,0.023043989601661895
oscar-base,cooccur,drapery,True,0.056298613174281975
oscar-base,cooccur,hook,True,0.1970898967382391
oscar-base,cooccur,part,True,0.4384661951895857
oscar-base,cooccur,bedroom,True,0.13958101223280658
oscar-base,cooccur,toy,True,0.30766382856961144
oscar-base,cooccur,easel,True,0.0752521100658449
oscar-base,cooccur,tulip,True,0.06472541501795524
oscar-base,cooccur,outdoors,True,0.1164036650217025
oscar-base,cooccur,passenger,True,0.26542784582361206
oscar-base,cooccur,paddle,True,0.14416278899518095
oscar-base,cooccur,wrap,True,0.14672216127664464
oscar-base,cooccur,boot,True,0.23523489305918838
oscar-base,cooccur,propeller,True,0.17447998285487237
oscar-base,cooccur,aircraft,True,0.10076684193452017
oscar-base,cooccur,buffalo,True,0.06500259685688457
oscar-base,cooccur,animal,True,0.34493574499405755
oscar-base,cooccur,quiche,True,0.023036228068599784
oscar-base,cooccur,filling,True,0.062134370798792034
oscar-base,cooccur,belly,True,0.2030495720759943
oscar-base,cooccur,whisker,True,0.23138484292132105
oscar-base,cooccur,clay,True,0.13446707253152834
oscar-base,cooccur,monkey,True,0.08540636198589648
oscar-base,cooccur,carrier,True,0.06972247810040531
oscar-base,cooccur,sail,True,0.171724538597789
oscar-base,cooccur,duckling,True,0.032569915545035036
oscar-base,cooccur,seafood,True,0.02303622806894666
oscar-base,cooccur,pizza,True,0.32119041870358217
oscar-base,cooccur,lattice,True,0.0685887066546963
oscar-base,cooccur,bay,True,0.07934911924818062
oscar-base,cooccur,pink,True,0.051364708342509134
oscar-base,cooccur,cockpit,True,0.2371104167053436
oscar-base,cooccur,target,True,0.05019150518597754
oscar-base,cooccur,scaffolding,True,0.0981819249264647
oscar-base,cooccur,stream,True,0.15327324346364024
oscar-base,cooccur,court,True,0.2685245292171091
oscar-base,cooccur,bump,True,0.08535369677101545
oscar-base,cooccur,slat,True,0.10140591587932272
oscar-base,cooccur,paw,True,0.31100274623144997
oscar-base,cooccur,visor,True,0.20855813939024423
oscar-base,cooccur,hose,True,0.274505102509722
oscar-base,cooccur,artwork,True,0.11602230114721652
oscar-base,cooccur,urn,True,0.06890415921758503
oscar-base,cooccur,airfield,True,0.06077061384681679
oscar-base,cooccur,stabilizer,True,0.09247828393731682
oscar-base,cooccur,shoreline,True,0.22071199225461677
oscar-base,cooccur,dessert,True,0.16732182849704344
oscar-base,cooccur,dough,True,0.12987468625961768
oscar-base,cooccur,baker,True,0.022974135813114173
oscar-base,cooccur,wineglass,True,0.05147932152627467
oscar-base,cooccur,sea,True,0.19997228705149528
oscar-base,cooccur,conditioner,True,0.04603365321436076
oscar-base,cooccur,carafe,True,0.023043989601661895
oscar-base,cooccur,tiger,True,0.0230439896013149
oscar-base,cooccur,member,True,0.023043989601661895
oscar-base,cooccur,railway,True,0.11808059284149038
oscar-base,cooccur,transformer,True,0.06767473732498507
oscar-base,cooccur,iron,True,0.10978738180619164
oscar-base,cooccur,cleaner,True,0.09719875719556453
oscar-base,cooccur,anchor,True,0.07898654481115287
oscar-base,cooccur,rag,True,0.10666757021267843
oscar-base,cooccur,fist,True,0.10943576843762175
oscar-base,cooccur,character,True,0.1669737548507044
oscar-base,cooccur,driver,True,0.13763023856760676
oscar-base,cooccur,netting,True,0.13205008622414374
oscar-base,cooccur,shingle,True,0.12475854348985492
oscar-base,cooccur,score,True,0.07926837960865729
oscar-base,cooccur,junk,True,0.03257540146726942
oscar-base,cooccur,pasture,True,0.21328262824606664
oscar-base,cooccur,mansion,True,0.023043989601661895
oscar-base,cooccur,fold,True,0.056105208110086104
oscar-base,cooccur,rainbow,True,0.03258089108523555
oscar-base,cooccur,cube,True,0.03246011578247667
oscar-base,cooccur,fingernail,True,0.11741741632884925
oscar-base,cooccur,pendant,True,0.0649943878499583
oscar-base,cooccur,latch,True,0.21438631283083745
oscar-base,cooccur,spout,True,0.06527453460026837
oscar-base,cooccur,nozzle,True,0.08442464386460648
oscar-base,cooccur,pothole,True,0.06489824901376662
oscar-base,cooccur,battery,True,0.0450984202457693
oscar-base,cooccur,wallet,True,0.039664656407114016
oscar-base,cooccur,screw,True,0.1731843806682435
oscar-base,cooccur,license,True,0.11102845262367604
oscar-base,cooccur,rip,True,0.03258637839471875
oscar-base,cooccur,figure,True,0.1289803362969873
oscar-base,cooccur,curbside,True,0.06494495099891442
oscar-base,cooccur,hatchback,True,0.051357872621538056
oscar-base,cooccur,chime,True,0.03256990999996589
oscar-base,cooccur,blacktop,True,0.03980807157955324
oscar-base,cooccur,curve,True,0.14663826701775978
oscar-base,cooccur,numeral,True,0.060218812535410324
oscar-base,cooccur,linoleum,True,0.06502459740171342
oscar-base,cooccur,doily,True,0.07238897507455759
oscar-base,cooccur,trellis,True,0.03255892891469622
oscar-base,cooccur,chrome,True,0.03975874866602803
oscar-base,cooccur,onion,True,0.21169547151006196
oscar-base,cooccur,treat,True,0.0387083268290158
oscar-base,cooccur,ham,True,0.11870365017544592
oscar-base,cooccur,drop,True,0.032242940231053466
oscar-base,cooccur,casing,True,0.04521875047119954
oscar-base,cooccur,advertising,True,0.1611662361052789
oscar-base,cooccur,lift,True,0.15770129922514012
oscar-base,cooccur,canal,True,0.10224557066598293
oscar-base,cooccur,floater,True,0.0230439896013149
oscar-base,cooccur,underbelly,True,0.09353766268643536
oscar-base,cooccur,skin,True,0.20981476328401805
oscar-base,cooccur,silo,True,0.051496691457365816
oscar-base,cooccur,speedboat,True,0.02303622806964041
oscar-base,cooccur,shape,True,0.02302070500490346
oscar-base,cooccur,market,True,0.16197533108926307
oscar-base,cooccur,kite,True,0.2484910689860923
oscar-base,cooccur,fern,True,0.08230232307143136
oscar-base,cooccur,stairwell,True,0.03248208349906337
oscar-base,cooccur,bug,True,0.023005181939473686
oscar-base,cooccur,haze,True,0.045851113738555556
oscar-base,cooccur,tooth,True,0.0736951843429187
oscar-base,cooccur,buggy,True,0.08269186320065597
oscar-base,cooccur,lash,True,0.0398931974437646
oscar-base,cooccur,airplane,True,0.1084387774831406
oscar-base,cooccur,reign,True,0.032299901708804
oscar-base,cooccur,bikini,True,0.07890149015574675
oscar-base,cooccur,washcloth,True,0.09173530093657553
oscar-base,cooccur,heel,True,0.08069597274530285
oscar-base,cooccur,toenail,True,0.09423020564170408
oscar-base,cooccur,bruise,True,0.04910204428832309
oscar-base,cooccur,wrapping,True,0.05128499082880686
oscar-base,cooccur,terminal,True,0.14179169917700282
oscar-base,cooccur,escalator,True,0.05632711538684438
oscar-base,cooccur,edging,True,0.08558661840375031
oscar-base,cooccur,address,True,0.03256442777591547
oscar-base,cooccur,mound,True,0.2386255340929094
oscar-base,cooccur,loaf,True,0.03256990999996589
oscar-base,cooccur,embankment,True,0.032586377006979424
oscar-base,cooccur,tailgate,True,0.05140295229781419
oscar-base,cooccur,school,True,0.0230439896013149
oscar-base,cooccur,creek,True,0.07248694000966846
oscar-base,cooccur,highlight,True,0.023043989600967915
oscar-base,cooccur,watermelon,True,0.10395319060067447
oscar-base,cooccur,pilot,True,0.12976089882638514
oscar-base,cooccur,marsh,True,0.023043989601661895
oscar-base,cooccur,lab,True,0.032504032730129806
oscar-base,cooccur,seashell,True,0.039561543037917035
oscar-base,cooccur,backdrop,True,0.023012943471495406
oscar-base,cooccur,tennis,True,0.13052098045663788
oscar-base,cooccur,dolly,True,0.056355635478330085
oscar-base,cooccur,snowflake,True,0.056209977138403595
oscar-base,cooccur,dining,True,0.023043989601661895
oscar-base,cooccur,placement,True,0.023028466536578415
oscar-base,cooccur,biscuit,True,0.056352558119586164
oscar-base,cooccur,muffin,True,0.08230182125693421
oscar-base,cooccur,artichoke,True,0.03258088738852278
oscar-base,cooccur,berry,True,0.15143934040591425
oscar-base,cooccur,expression,True,0.07268864349229802
oscar-base,cooccur,skateboard,True,0.342448644669466
oscar-base,cooccur,half,True,0.09716957432374435
oscar-base,cooccur,chili,True,0.056162412426250294
oscar-base,cooccur,stirrup,True,0.15188298711596693
oscar-base,cooccur,rider,True,0.2108989166744613
oscar-base,cooccur,ticket,True,0.08824196318143374
oscar-base,cooccur,ipod,True,0.07932564742434357
oscar-base,cooccur,costume,True,0.05537355634194445
oscar-base,cooccur,shaft,True,0.023028466536231657
oscar-base,cooccur,daisy,True,0.05607680464512975
oscar-base,cooccur,steering,True,0.06080283087658041
oscar-base,cooccur,spectator,True,0.16687400452472498
oscar-base,cooccur,boxcar,True,0.039834934921939166
oscar-base,cooccur,rust,True,0.11433432876836941
oscar-base,cooccur,resort,True,0.046014214741205706
oscar-base,cooccur,crossbones,True,0.022974135810000712
oscar-base,cooccur,footwear,True,0.032569915545035036
oscar-base,cooccur,team,True,0.1690333445612116
oscar-base,cooccur,police,True,0.09387369491965965
oscar-base,cooccur,pepperoni,True,0.17884625470839532
oscar-base,cooccur,playing,True,0.03241077021212753
oscar-base,cooccur,windsock,True,0.05035785456483519
oscar-base,cooccur,profile,True,0.06888620046170939
oscar-base,cooccur,cape,True,0.09110259989163215
oscar-base,cooccur,bandanna,True,0.05125373109100364
oscar-base,cooccur,visitor,True,0.056898016228328636
oscar-base,cooccur,topper,True,0.023020705004210176
oscar-base,cooccur,stubble,True,0.07533878409195668
oscar-base,cooccur,certificate,True,0.022997420407105444
oscar-base,cooccur,carousel,True,0.06875635750529487
oscar-base,cooccur,viewer,True,0.032504036426842575
oscar-base,cooccur,shock,True,0.05130214852901681
oscar-base,cooccur,upholstery,True,0.0460569270275711
oscar-base,cooccur,skateboarding,True,0.08155690286351261
oscar-base,cooccur,company,True,0.051097517477951576
oscar-base,cooccur,octagon,True,0.05983747534266341
oscar-base,cooccur,camel,True,0.0229896588747372
oscar-base,cooccur,angel,True,0.06090852909051113
oscar-base,cooccur,coach,True,0.08565060876920143
oscar-base,cooccur,udder,True,0.04603292114030717
oscar-base,cooccur,flight,True,0.045602805156091906
oscar-base,cooccur,birthday,True,0.03988422614229552
oscar-base,cooccur,raisin,True,0.03976326073077563
oscar-base,cooccur,nipple,True,0.023036228068599784
oscar-base,cooccur,midair,True,0.06468101897736474
oscar-base,cooccur,macaroni,True,0.018725693490212303
oscar-base,cooccur,palace,True,0.03258089108572614
oscar-base,cooccur,bamboo,True,0.05115964202008006
oscar-base,cooccur,bib,True,0.032520523766266005
oscar-base,cooccur,wedding,True,0.0325753977720282
oscar-base,cooccur,cast,True,0.05631128903747026
oscar-base,cooccur,party,True,0.05140991459482501
oscar-base,cooccur,dreadlock,True,0.03258637700796078
oscar-base,cooccur,lounge,True,0.0322955270405084
oscar-base,cooccur,wool,True,0.17167250021230707
oscar-base,cooccur,plantation,True,0.058355811840713305
oscar-base,cooccur,soccer,True,0.11120280935266826
oscar-base,cooccur,countryside,True,0.08561339464868796
oscar-base,cooccur,tear,True,0.02301294347184193
oscar-base,cooccur,butt,True,0.08700649962920876
oscar-base,cooccur,growth,True,0.039799090091215863
oscar-base,cooccur,jump,True,0.0465452520930071
oscar-base,cooccur,foreleg,True,0.07596575867156359
oscar-base,cooccur,pitch,True,0.1310090662002211
oscar-base,cooccur,farmer,True,0.051402950829920115
oscar-base,cooccur,plow,True,0.022958612745264225
oscar-base,cooccur,sideburn,True,0.032586377006979424
oscar-base,cooccur,race,True,0.056251076482848834
oscar-base,cooccur,order,True,0.023005181939473686
oscar-base,cooccur,hooker,True,0.06345991247201166
oscar-base,cooccur,bidet,True,0.06863684019746928
oscar-base,cooccur,five,True,0.03984391226130795
oscar-base,cooccur,freckle,True,0.03892975489612603
oscar-base,cooccur,outfielder,True,0.06507663320293838
oscar-base,cooccur,pendulum,True,0.04594829792611826
oscar-base,cooccur,sauerkraut,True,0.04591335207470291
oscar-base,cooccur,teacher,True,0.03251503784452205
oscar-base,cooccur,hem,True,0.02303622806929353
oscar-base,cooccur,hurdle,True,0.09411795266737583
oscar-base,cooccur,brownie,True,0.027502611150154
oscar-base,cooccur,g,True,0.06395455163848555
oscar-base,cooccur,embroidery,True,0.02303622806929353
oscar-base,cooccur,ivory,True,0.04261634594157601
oscar-base,cooccur,action,True,0.03254795152711952
oscar-base,cooccur,ana,True,0.030099999850304163
oscar-base,cooccur,parent,True,0.051368258623702936
oscar-base,cooccur,paste,True,0.0325479644656142
oscar-base,cooccur,salami,True,0.06072374965276902
oscar-base,cooccur,plaster,True,0.023043989600967915
oscar-base,cooccur,linesman,True,0.023043989601661895
oscar-base,cooccur,snowball,True,0.023043989600967915
oscar-base,cooccur,penis,True,0.022943089680527738
oscar-base,cooccur,captivity,True,0.022904282018686523
oscar-base,cooccur,tabby,True,0.022865474356501003
oscar-base,cooccur,casserole,True,0.023036228068599784
oscar-base,cooccur,guacamole,True,0.032416198834823544
oscar-base,shape,table top,True,0.49811675413689877
oscar-base,shape,top,True,0.6376904837011363
oscar-base,shape,pot,True,0.6744532734334623
oscar-base,shape,nose,True,0.7698057581287602
oscar-base,shape,mirror,True,0.6298488674051953
oscar-base,shape,door,True,0.4568528838455902
oscar-base,shape,recepticle,True,0.49811675413689877
oscar-base,shape,clock,True,0.402490524178074
oscar-base,shape,coffee table,True,0.7899747783163331
oscar-base,shape,sewer,True,0.49811675413689877
oscar-base,shape,planter,True,0.6744532734334623
oscar-base,shape,tile,True,-0.1423631001669277
oscar-base,shape,glass,True,0.6549532148420266
oscar-base,shape,chair,True,0.7423859362490841
oscar-base,shape,lemon,True,0.49811675413689877
oscar-base,shape,ceiling light,True,0.49811675413689877
oscar-base,shape,fence,True,0.38071073653799187
oscar-base,shape,emblem,True,0.6300733935050801
oscar-base,shape,grate,True,0.6633052854428266
oscar-base,shape,drain,True,0.6744532734334623
oscar-base,shape,lamp shade,True,0.6744532734334623
oscar-base,shape,wooden table,True,0.49811675413689877
oscar-base,shape,tree,True,0.49051147158797254
oscar-base,shape,tower,True,0.6744532734334623
oscar-base,shape,manhole cover,True,0.6744532734334623
oscar-base,shape,front tire,True,0.49811675413689877
oscar-base,shape,bucket,True,0.6744532734334623
oscar-base,shape,phone,True,0.11147987990635741
oscar-base,shape,petal,True,0.6633052854428266
oscar-base,shape,life saver,True,0.49811675413689877
oscar-base,shape,log,True,0.49811675413689877
oscar-base,shape,logo,True,0.8060277946746347
oscar-base,shape,comforter,True,0.4075500715665536
oscar-base,shape,hubcap,True,0.49811675413689877
oscar-base,shape,sticker,True,0.6811378101475098
